Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	Human cytomegalovirus infection	2/225	0.0077206996104776	0.0308827984419104	0	0	17.72645739910314	86.21883506646472	MDM2;TP53
KEGG_2019_Human	MicroRNAs in cancer	2/299	0.0133172153299579	0.0504652370398407	0	0	13.25993265993266	57.26564061481428	MDM2;TP53
KEGG_2019_Human	Human papillomavirus infection	2/330	0.0160603384256793	0.0578172183324457	0	0	11.98780487804878	49.5264470199393	MDM2;TP53
KEGG_2019_Human	Pentose phosphate pathway	1/30	0.0178569680089386	0.0600155777485202	0	0	62.56739811912226	251.8563944353508	PGD
KEGG_2019_Human	PI3K-Akt signaling pathway	2/354	0.0183380932009367	0.0600155777485202	0	0	11.15681818181818	44.613603248303015	MDM2;TP53
KEGG_2019_Human	Thyroid cancer	1/37	0.0219813268798694	0.0688111102326348	0	0	50.38383838383838	192.34342502593887	TP53
KEGG_2019_Human	Ferroptosis	1/40	0.023744044790362	0.0712321343710862	0	0	46.5011655011655	173.93405340895535	TP53
KEGG_2019_Human	Vasopressin-regulated water reabsorption	1/44	0.02608980569517	0.0751386404020896	0	0	42.16701902748415	153.74983290143678	ARHGDIB
KEGG_2019_Human	Malaria	1/49	0.0290147415071519	0.0800216246078124	0	0	37.76515151515152	133.68679532449664	ITGB2
KEGG_2019_Human	Amyotrophic lateral sclerosis (ALS)	1/51	0.0301824596395908	0.0800216246078124	0	0	36.25090909090909	126.8961017290174	TP53
KEGG_2019_Human	Legionellosis	1/55	0.0325140352140577	0.0800216246078124	0	0	33.55892255892256	114.97566851206538	ITGB2
KEGG_2019_Human	Glutathione metabolism	1/56	0.0330961257367998	0.0800216246078124	0	0	32.94710743801653	112.2949128878184	PGD
KEGG_2019_Human	Endometrial cancer	1/58	0.0342593438549205	0.0800216246078124	0	0	31.78787878787879	107.24581633848624	TP53
KEGG_2019_Human	Basal cell carcinoma	1/63	0.0371617795762726	0.0800216246078124	0	0	29.21700879765396	96.19625574937484	TP53
KEGG_2019_Human	Mitophagy	1/65	0.0383205133956651	0.0800216246078124	0	0	28.301136363636363	92.31179552985674	TP53
KEGG_2019_Human	Central carbon metabolism in cancer	1/65	0.0383205133956651	0.0800216246078124	0	0	28.301136363636363	92.31179552985674	TP53
KEGG_2019_Human	Pathways in cancer	2/530	0.0388051109015405	0.0800216246078124	0	0	7.371212121212121	23.95056687279338	MDM2;TP53
KEGG_2019_Human	Non-small cell lung cancer	1/66	0.0388994008510199	0.0800216246078124	0	0	27.864335664335663	90.46926829385504	TP53
KEGG_2019_Human	Staphylococcus aureus infection	1/68	0.0400562176312821	0.0801124352625642	0	0	27.029850746268657	86.96777093294467	ITGB2
KEGG_2019_Human	Leishmaniasis	1/74	0.0435190145295109	0.0824690460272082	0	0	24.80074719800747	77.73936369017362	ITGB2
KEGG_2019_Human	Pancreatic cancer	1/75	0.0440950328838916	0.0824690460272082	0	0	24.464373464373462	76.36329437117712	TP53
KEGG_2019_Human	Pertussis	1/76	0.0446707332647378	0.0824690460272082	0	0	24.136969696969697	75.02824312324114	ITGB2
KEGG_2019_Human	Colorectal cancer	1/86	0.0504102825788442	0.0907385086419195	0	0	21.28663101604278	63.59508959960996	TP53
KEGG_2019_Human	Rheumatoid arthritis	1/91	0.0532681882881208	0.0927609824707543	0	0	20.0989898989899	58.93859893285312	ITGB2
KEGG_2019_Human	Small cell lung cancer	1/93	0.0544091413155041	0.0927609824707543	0	0	19.6600790513834	57.23487628907971	TP53
KEGG_2019_Human	Amoebiasis	1/96	0.0561182077718237	0.0927609824707543	0	0	19.036363636363635	54.83034223662069	ITGB2
KEGG_2019_Human	Hematopoietic cell lineage	1/97	0.0566872670654609	0.0927609824707543	0	0	18.83712121212121	54.06641192516822	CD55
KEGG_2019_Human	Longevity regulating pathway	1/102	0.0595278491998325	0.0949490373311245	0	0	17.900090009000902	50.50172123995827	TP53
KEGG_2019_Human	C-type lectin receptor signaling pathway	1/104	0.0606618849615517	0.0949490373311245	0	0	17.550750220653132	49.1849192357055	MDM2
KEGG_2019_Human	Leukocyte transendothelial migration	1/112	0.0651855047955324	0.0998586456442199	0	0	16.27927927927928	44.45086760371517	ITGB2
KEGG_2019_Human	Sphingolipid signaling pathway	1/119	0.0691272821079329	0.1036909231618993	0	0	15.308166409861323	40.90044788489106	TP53
KEGG_2019_Human	Natural killer cell mediated cytotoxicity	1/131	0.0758491854913785	0.1084403977628827	0	0	13.886713286713286	35.81394898804782	ITGB2
KEGG_2019_Human	FoxO signaling pathway	1/132	0.0764073307843028	0.1084403977628827	0	0	13.78001387925052	35.437739719643616	MDM2
KEGG_2019_Human	Ubiquitin mediated proteolysis	1/137	0.0791934251499148	0.1084403977628827	0	0	13.270053475935828	33.65102433952089	MDM2
KEGG_2019_Human	Measles	1/138	0.079749718693422	0.1084403977628827	0	0	13.172528201725282	33.31150686525226	TP53
KEGG_2019_Human	Fluid shear stress and atherosclerosis	1/139	0.0803057041431777	0.1084403977628827	0	0	13.076416337285902	32.97760560549118	TP53
KEGG_2019_Human	Apoptosis	1/143	0.0825265682478493	0.1084403977628827	0	0	12.70550576184379	31.69559934227498	TP53
KEGG_2019_Human	Cell adhesion molecules (CAMs)	1/145	0.0836351558206341	0.1084403977628827	0	0	12.52777777777778	31.085066297934524	ITGB2
KEGG_2019_Human	Breast cancer	1/147	0.0847425154048087	0.1084403977628827	0	0	12.35491905354919	30.493643355051663	TP53
KEGG_2019_Human	Gastric cancer	1/149	0.0858486482289488	0.1084403977628827	0	0	12.186732186732186	29.920492407790988	TP53
KEGG_2019_Human	Phagosome	1/152	0.0875055499955367	0.1084845311822301	0	0	11.94280553883203	29.093307967223456	ITGB2
KEGG_2019_Human	Hepatitis C	1/155	0.0891596984900511	0.1084845311822301	0	0	11.708382526564344	28.302979280758237	TP53
KEGG_2019_Human	Wnt signaling pathway	1/158	0.0908110978807797	0.1084845311822301	0	0	11.48291835552982	27.547220023939616	TP53
KEGG_2019_Human	Hippo signaling pathway	1/160	0.091910505584945	0.1084845311822301	0	0	11.337335620354487	27.061539213996053	ITGB2
KEGG_2019_Human	Hepatitis B	1/163	0.09355733235428	0.1086472246694865	0	0	11.125701459034792	26.35879884341197	TP53
KEGG_2019_Human	Hepatocellular carcinoma	1/168	0.0962959611490246	0.1100525270274566	0	0	10.78987479586282	25.251855826797005	TP53
KEGG_2019_Human	NOD-like receptor signaling pathway	1/178	0.1017504782403328	0.1133105724454948	0	0	10.175141242937851	23.252555875085516	CARD6
KEGG_2019_Human	Tuberculosis	1/179	0.1022942667910716	0.1133105724454948	0	0	10.11746680286006	23.06682926467287	ITGB2
KEGG_2019_Human	Kaposi sarcoma-associated herpesvirus infection	1/186	0.1060923452999271	0.1157371039635568	0	0	9.73120393120393	21.831424521286515	TP53
KEGG_2019_Human	Huntington disease	1/193	0.1098756886076526	0.118075366861955	0	0	9.37310606060606	20.69962043670308	TP53
KEGG_2019_Human	Rap1 signaling pathway	1/206	0.1168629814488035	0.1237372744752037	0	0	8.772949002217295	18.83335572268617	ITGB2
KEGG_2019_Human	Regulation of actin cytoskeleton	1/214	0.121137826387134	0.126404688403966	0	0	8.440034144259496	17.815446218233806	ITGB2
KEGG_2019_Human	Endocytosis	1/244	0.1370001170893882	0.140914406149085	0	0	7.386831275720165	14.683347447673748	MDM2
KEGG_2019_Human	MAPK signaling pathway	1/295	0.1633649404103601	0.1656658550640271	0	0	6.089672232529376	11.033077437892617	TP53
KEGG_2019_Human	Herpes simplex virus 1 infection	1/492	0.2584215010620716	0.2584215010620716	0	0	3.609887057952231	4.88476669151338	TP53
